id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
7047,Double Kettlebell Bottoms Up Front Rack Alternating Cossack Squat,https://youtu.be/aJGPHYsiyTM,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Cossack Squat,Quads,Adductors,Front rack load increases torso stability demand but movement pattern unchanged
7048,Double Kettlebell Swing,https://youtu.be/fOPqk1FA4HU,https://youtu.be/P5IFTJySA_s?si=KoI-ApDuiE4q4OJQ,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Bilateral,Ballistics,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Swing,Glutes,Hamstrings,Hip hinge movement; glutes are primary driver
7049,Double Kettlebell Front Rack Squat,https://youtu.be/JoT4bHnzTMw?si=i8z5wbuObKGVIl4_,https://youtu.be/wRmiqpizfNM,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Front Squat,Quads,Glutes,Front-loaded squat; quads are primary mover
7050,Single Arm Kettlebell Front Rack Squat,https://youtu.be/Wqg4NY5XAkU,https://youtu.be/qZdY8HtHFsc?si=RiJaG2F9J7CzKtcu,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Single-Arm Front Squat,Quads,Glutes,Unilateral loading increases core demand but movement remains squat
7051,Single Arm Kettlebell Front Rack Contralateral Split Squat,https://youtu.be/-Z8NXAi59SE,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Split Squat,Quads,Glutes,Split squat with contralateral load for core stabilization
7052,Single Arm Kettlebell Front Rack Carry,https://youtu.be/M39871Puz6c,https://youtu.be/QFF8xD4BVZw,Novice,Abdominals,Rectus Abdominis,,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Kettlebell,Front Rack Carry,Abs,Shoulders,Carry variation emphasizing anterior core and shoulder stability
7053,Double Kettlebell Bottoms Up Overhead Alternating Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Overhead Cossack Squat,Quads,Adductors,Lateral squat with overhead stability challenge
7054,Single Arm Kettlebell Squat Clean,https://youtu.be/FZ8mMUwnCQs,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Clean,Quads,Glutes,Clean movement involves squat under load; hip and knee extension primary
7055,Double Kettlebell Prone Row,https://youtu.be/hUG_dolsaPE?si=_fw03cFT8VfLVtzo,,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Prone Row,Lats,Biceps,Row performed lying face down; targets lats with minimal lower back involvement
7056,Single Arm Kettlebell Bottoms Up Front Rack Carry,https://youtu.be/0i2Aa8gV-VY?si=Z7AGqRY1Hod9Fwti,https://youtu.be/ruS-NNxgvCU,Intermediate,Abdominals,Rectus Abdominis,,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Kettlebell,Front Rack Carry,Abs,Shoulders,Unilateral front rack carry increases core anti-rotation demand
7057,Double Kettlebell Bottoms Up Front Rack Carry,https://youtu.be/F19T2zGlPGA,,Intermediate,Abdominals,Rectus Abdominis,,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Kettlebell,Front Rack Carry,Abs,Shoulders,Bilateral version; still emphasizes core and shoulder stability
7058,Double Kettlebell Bottoms Up Overhead Walking Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Overhead Walking Lunge,Quads,Glutes,Lunge with overhead load; increases core and shoulder stability demand
7059,Single Arm Kettlebell Bottoms Up Front Rack Walking Lunge,https://youtu.be/FvSL8slKKHY,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Front Rack Walking Lunge,Quads,Glutes,Lunge with front-loaded kettlebell; core stabilization required
7060,Alternating Double Kettlebell Prone Row,https://youtu.be/OD7URB1yHAo?si=UX_3VmEfO_WpeiuT,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Prone Row,Lats,Biceps,Alternating grip doesn't change primary movement pattern
7061,Double Kettlebell Single Leg Romanian Deadlift,https://youtu.be/JkKxFADvLvk,,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Single-Leg Romanian Deadlift,Hamstrings,Glutes,Hip hinge on one leg; hamstrings are primary mover
7062,Double Kettlebell Romanian Deadlift,https://youtu.be/Xa8hHIwOHe4,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Romanian Deadlift,Hamstrings,Glutes,Standard RDL movement pattern
7063,Single Arm Kettlebell Contralateral Single Leg Romanian Deadlift,https://youtu.be/9u_Fccgk9Ys,https://youtu.be/Zfr6wizR8rs,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Single-Leg Romanian Deadlift,Hamstrings,Glutes,Contralateral load increases core stabilization but movement remains RDL
7064,Single Arm Kettlebell Bottoms Up Overhead Squat,https://youtu.be/j0aAMnMp0yU,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Overhead Squat,Quads,Glutes,Overhead squat with unilateral instability
7065,Single Arm Kettlebell Prone Row,https://youtu.be/QSbH7gNkBtc?si=ngxTS90XoTuvQDxs,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Prone Row,Lats,Biceps,Single-arm version of prone row
7066,Parallette Tuck Planche,https://youtu.be/3WVToPNWjVk,https://youtu.be/xw31tXau_4Q,Advanced,Abdominals,Rectus Abdominis,Biceps Brachii,Full Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Parallette Bars,Tuck Planche,Abs,Triceps,Bodyweight skill requiring core and upper body strength
7067,Macebell Offset Bicep Curl,https://youtu.be/xkyQtEH8fxM?si=Zh1mTKcYEFs382Sk,https://youtu.be/gdxekHuSe_A?si=TGhgI374D-OSzyyz,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Macebell,Offset Bicep Curl,Biceps,Brachialis,Curl variation with offset load increasing stabilization demand
7068,Double Kettlebell Bottoms Up Decline Bench Press,,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Decline Bench Press,Chest,Triceps,Decline press targets lower chest; bottoms-up increases instability
7069,Parallette L Sit to Tuck Planche,https://youtu.be/NUvTsZxo5nk,,Expert,Abdominals,Rectus Abdominis,,Core,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Parallette Bars,L-Sit to Tuck Planche,Abs,Shoulders,Progression combining L-sit and planche elements
7070,Alternating Double Kettlebell Bottoms Up Decline Bench Press,,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Decline Bench Press,Chest,Triceps,Alternating press increases core engagement but movement remains decline press
7071,Landmine Standing Oblique Twist,https://youtu.be/4dGj7rES9pY,https://youtu.be/TynRdGZTtE0,Intermediate,Abdominals,Obliques,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Landmine,Landmine Oblique Twist,Obliques,Abs,Rotational core movement using landmine
7072,Cable Rope Tall Kneeling High to Low Chop,https://youtu.be/h-af-afj-Xg,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable,Cable Chop,Obliques,Abs,Diagonal core movement from high to low
7073,Single Arm Parallette Plank,https://youtu.be/NrkFLTzLuSM,,Intermediate,Abdominals,Rectus Abdominis,,Core,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Parallette Bars,Single-Arm Plank,Abs,Shoulders,Plank variation with one arm lifted; increases core demand
7074,Single Arm Suspension Plank,https://youtu.be/hetklTC7y4M?si=gHU6ufU8oAcg21Jv,,Intermediate,Abdominals,Rectus Abdominis,,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer,Single-Arm Suspension Plank,Abs,Shoulders,Plank using suspension trainer with one arm
7075,Battle Rope Russian Twist,https://youtu.be/_-kclLM0Mak,,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Battle Ropes,Battle Rope Russian Twist,Obliques,Abs,Russian twist with battle rope for dynamic resistance
7076,Bodyweight Bird Dog Knee to Elbow,https://youtu.be/1v4_Vsvk3gc,,Beginner,Abdominals,Rectus Abdominis,Obliques,Core,Contralateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Bird Dog,Abs,Obliques,Core stability exercise with contralateral reach
7077,Slam Ball Feet Elevated Russian Twist,https://youtu.be/W1FXse115qs,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Slam Ball,Elevated Russian Twist,Obliques,Abs,Russian twist with feet elevated for increased difficulty
7078,Medicine Ball Feet Elevated Russian Twist,https://youtu.be/IdEocZzdUNY,,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Medicine Ball,Elevated Russian Twist,Obliques,Abs,Same as slam ball version; equipment interchangeable
7079,Alternating Double Dumbbell Prone Row,https://youtu.be/Ry9HwpfUbd8?si=oY89SBibCyKMJ7CT,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Prone Row,Lats,Biceps,Alternating dumbbell row from prone position
7080,Bodyweight Forearm Plank Alternating Knee to Elbow,https://youtu.be/A_JgZzr6o-k,,Intermediate,Abdominals,Rectus Abdominis,,Core,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight,Plank Knee-to-Elbow,Abs,Obliques,Dynamic plank variation targeting obliques
7081,Bodyweight Loaded Beast to Alternating Kick Through,https://youtu.be/lhh2tGD_47g,,Intermediate,Abdominals,Rectus Abdominis,,Core,Unilateral,Animal Flow,2025-08-10 01:02:43.832216+00,Bodyweight,Beast Kick-Through,Abs,Shoulders,Quadruped core movement with kick-through motion
7082,Single Arm Dumbbell Prone Row,https://youtu.be/-fuxiCQvMxQ?si=lCRmzsfrTeNaP0Gk,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Prone Row,Lats,Biceps,Single-arm row from prone position
7083,Double Kettlebell Clean,https://youtu.be/8tFmEJ9ElaM,https://youtu.be/26GZTfSdz-s,Intermediate,Glutes,Gluteus Maximus,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Clean,Glutes,Quads,Explosive hip-dominant movement
7084,Double Kettlebell Snatch,https://youtu.be/5WNcWPHXRZ0,https://youtu.be/73koR_IuoDE,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,Full Body,Bilateral,Ballistics,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Snatch,Glutes,Shoulders,Full-body explosive movement with emphasis on hip drive
7085,Battle Rope Feet Elevated Russian Twist,https://youtu.be/XdKaa2lHuic,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Battle Ropes,Feet Elevated Russian Twist with Battle Ropes,Obliques,Rectus Abdominis,Core rotation exercise with added resistance from battle ropes
7086,Superband Dead Bug,https://youtu.be/wCwn7-Z-XjE,https://youtu.be/X0s5xY8JZVA,Novice,Abdominals,Rectus Abdominis,Obliques,Core,Unilateral,Postural,2025-08-10 01:02:43.832216+00,Superband,Resistance Band Dead Bug,Rectus Abdominis,Obliques,Anti-extension core exercise using resistance band
7087,Parallette V Sit,https://youtu.be/oBmFzeay6Z8?si=dliVO8cgoAWNKwT3,https://youtu.be/x-kdghat2Fk,Expert,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Parallette Bars,V-Sit on Parallettes,Rectus Abdominis,Hip Flexors,Advanced core hold emphasizing hip flexion and abdominal control
7088,Single Arm Dumbbell Pendlay Row,,,Novice,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Single-Arm Dumbbell Row,Latissimus Dorsi,Biceps,Barbell row variation performed with dumbbell and explosive tempo
7089,Single Arm Kettlebell Bottoms Up Decline Bench Press,,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Single-Arm Bottoms-Up Kettlebell Decline Press,Chest,Triceps,Unstable pressing variation targeting chest with anti-rotation core demand
7090,Double Kettlebell Split Jerk,https://youtu.be/6sbNXcg-R0Y,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Split Jerk,Shoulders,Triceps,Overhead explosive lift using two kettlebells
7091,Double Kettlebell High Pull,https://youtu.be/zfWpy9oMOqc?si=8gZawgsKgTeeGHck&utm_source=MTQxZ,https://youtu.be/HG1HnSeeSdI?si=d2nqUbvNltb8xPPo&utm_source=MTQxZ,Intermediate,Shoulders,Posterior Deltoids,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell High Pull,Posterior Shoulders,Traps,Explosive pulling movement targeting upper back and shoulders
7092,Superband Pallof Press,https://youtu.be/TvPRtxN8uoA,,Beginner,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband,Resistance Band Pallof Press,Obliques,Rectus Abdominis,Anti-rotation core exercise using band resistance
7093,Superband Half Kneeling Pallof Press,https://youtu.be/V-SoYj9uQV8,https://youtu.be/CRHHSmoakC8,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband,Half-Kneeling Resistance Band Pallof Press,Obliques,Rectus Abdominis,Anti-rotation press in half-kneeling position for core stability
7094,Superband Single Leg Standing Bent Knee Hip External Rotation,,https://youtu.be/z97Mxord2Po,Novice,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband,Standing Hip External Rotation with Resistance Band,Glutes,Gluteus Medius,"""Targets hip external rotators"
7095,Macebell Reverse Grip Offset Bicep Curl,,,Novice,Forearms,Brachioradialis,Biceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Macebell,Reverse-Grip Offset Macebell Curl,Brachioradialis,Biceps,Emphasizes forearm and bicep with offset loading
7096,Ring Archer Row,https://youtu.be/s1Cuq185q6Y?si=TNXwSjV_mkE_2ty0,https://youtu.be/Ws9_paHK0so?si=Kvjudlnfl3VJzrNo,Novice,Shoulders,Posterior Deltoids,,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Archer Row on Rings,Posterior Shoulders,Lats,Unilateral row variation on gymnastic rings
7097,Single Arm Landmine Row to Rotational Shoulder Press,https://youtu.be/f-sh_ImlQUo,https://youtu.be/8g61ghscJ1E,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Landmine Row to Rotational Press,Shoulders,Triceps,Combined row and rotational press for full upper body engagement
7098,Bodyweight Hand Assisted Skater Squat,https://youtu.be/DExb7UaAlbg,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Assisted Skater Squat,Quadriceps,Glutes,Unilateral squat with hand support for balance
7099,Superband Pull Through,https://youtu.be/ZuKowDpVVXM,,Beginner,Glutes,Gluteus Maximus,,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Superband,Resistance Band Pull-Through,Glutes,Hamstrings,Hip hinge movement targeting glutes with band resistance
7100,Miniband Quadruped Hip Extension,https://youtu.be/k30hN0vhlsY?si=ycYwNbMrFEnA94pG,https://youtu.be/E-Df1V-UP7g,Beginner,Glutes,Gluteus Maximus,,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Miniband,Quadruped Hip Extension with Mini Band,Glutes,Lower Back,Glute activation exercise in quadruped position
7101,Cable Hip Adduction,https://youtu.be/UyXncDziNGo?si=W4GuZaUvoWtiIOxj,https://youtu.be/FUEq2RqJrbU,Novice,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Cable,Cable Hip Adduction,Adductors,Inner Thigh,Isolated adductor movement using cable machine
7102,Superband Tall Kneeling Pallof Press,https://youtu.be/yUzjX1LdySo?si=2LpxjTl8N8OHsKqd,https://youtu.be/y30uEJhBTwQ,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband,Tall-Kneeling Resistance Band Pallof Press,Obliques,Rectus Abdominis,Anti-rotation core exercise in tall-kneeling position
7103,Slider Eccentric Hamstring Curl,https://youtu.be/vcCVej7p_vc,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Sliders,Eccentric Slider Hamstring Curl,Hamstrings,Glutes,Eccentric-focused posterior chain exercise using sliders
7104,Landmine Low Hold Lateral Lunge,https://youtu.be/VTtLrBvHoJ8,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Landmine,Landmine Lateral Lunge,Quadriceps,Glutes,Lateral squat variation with landmine for stability
7105,Double Kettlebell Sumo Deadlift,https://youtu.be/4m288BpgfcQ,https://youtu.be/gdutIla6nMw?si=Gq1r56mRXADNUek8,Beginner,Back,Latissimus Dorsi,Gluteus Maximus,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Sumo Deadlift,Glutes,Hamstrings,Sumo stance deadlift with kettlebells; primary emphasis on posterior chain
7106,Slider Kneeling Reach Push Up,https://youtu.be/-RTSF7qbrhs?si=hznPEKw9aLONjGpz,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Sliders,Kneeling Slider Push-Up with Reach,Chest,Triceps,Push-up variation with reach for core and chest engagement
7107,Slider Parallette Knee Tuck,https://youtu.be/Kj89v76f-l8?si=_B0Uc1Xs1x1S0G_M,,Novice,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Sliders,Parallette Knee Tuck with Sliders,Rectus Abdominis,Hip Flexors,Knee tuck using sliders for increased core challenge
7108,Superband Shoulder Dislocates,https://youtu.be/MPtMYQH9vvg?si=eEJrNr3oqGzcma8_,https://youtu.be/7p-Ma0eksaY?si=rh6O8a5TM3cyJUZs,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Superband,Resistance Band Shoulder Dislocates,Posterior Shoulders,Rotator Cuff,Shoulder mobility exercise targeting external rotators
7109,Superband Alternating Shoulder Dislocates,https://youtu.be/AJmPEWu4FiM?si=0h2x72A-kGfK3a_0,https://youtu.be/hpJMDIEvASE?si=V8jVpmYmJTwle2iV,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Superband,Alternating Resistance Band Shoulder Dislocates,Posterior Shoulders,Rotator Cuff,Unilateral shoulder mobility drill with band
7110,Superband Prone Shoulder Dislocates,https://youtu.be/3WOAWkEKZGA?si=lSddj94elx-N7ZKJ,https://youtu.be/i5F56-jByo8?si=9agL2UoRzpWwVu-u,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Superband,Prone Resistance Band Shoulder Dislocates,Posterior Shoulders,Rotator Cuff,Shoulder mobility in prone position for scapular control
7111,Ring L Sit,https://youtu.be/lwcHmXvw-T4,https://youtu.be/2kMkNFRbLJQ,Advanced,Abdominals,Rectus Abdominis,,Core,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,L-Sit on Rings,Rectus Abdominis,Hip Flexors,Advanced core hold requiring significant abdominal strength
7112,Resistance Band Prone Shoulder Dislocates,https://youtu.be/YwELfevh5vs?si=tmPYSbe-vfbiD0vx,,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Resistance Band,Prone Resistance Band Shoulder Dislocates,Posterior Shoulders,Rotator Cuff,Prone version of band dislocates for shoulder mobility
7113,Resistance Band Alternating Shoulder Dislocates,,,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Resistance Band,Alternating Resistance Band Shoulder Dislocates,Posterior Shoulders,Rotator Cuff,Alternating arm movement for improved shoulder control
